City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,tateyama,34.9833,139.8667,16.96,90,63,2.53,JP,1732659675
362,ipilan,8.8431,117.9033,25.69,81,100,1.79,PH,1732659676
363,kota belud,6.351,116.4305,24.62,85,100,2.38,MY,1732659677
364,lethem,3.3803,-59.7968,30.54,55,88,3.25,GY,1732659678
365,novodvinsk,64.4165,40.8122,3.86,92,100,4.96,RU,1732659679
366,villa ojo de agua,-29.5,-63.6938,27.54,65,64,4.92,AR,1732659681
367,igugunu,-4.5667,34.6333,22.45,62,94,0.45,TZ,1732659682
368,emerald,-23.5333,148.1667,25.87,65,19,4.27,AU,1732659481
369,patong,7.8961,98.2966,26.08,86,100,2.93,TH,1732659684
370,sereflikochisar,38.9393,33.5386,-2.02,88,39,1.17,TR,1732659686
371,chilliwack,49.1747,-121.9443,6.17,72,92,1.54,CA,1732659567
372,samarinda,-0.5,117.15,23.04,99,84,0.35,ID,1732659688
373,port saint john's,-31.6229,29.5448,21.05,92,95,0.67,ZA,1732659689
374,salanso,12.1833,-4.0833,24.99,18,93,2.39,BF,1732659690
375,antonio enes,-16.2325,39.9086,25.97,86,45,3.8,MZ,1732659691
376,veraval,20.9,70.3667,23.24,40,50,5.34,IN,1732659693
377,hami,42.8,93.45,-6.38,71,2,1.18,CN,1732659694
378,peniche,39.3558,-9.3811,13.03,90,30,2.54,PT,1732659695
379,taguig,14.5243,121.0792,26.04,81,20,0.0,PH,1732659696
380,usogorsk,63.4106,48.6872,2.62,95,100,5.68,RU,1732659554
381,verkhnevilyuysk,63.4453,120.3167,-23.51,97,17,2.71,RU,1732659698
382,robertsport,6.7533,-11.3686,27.38,76,79,3.83,LR,1732659700
383,nova xavantina,-14.6667,-52.35,24.62,88,56,1.51,BR,1732659701
384,port moresby,-9.4431,147.1797,28.68,74,20,1.54,PG,1732659702
385,shingu,33.7333,135.9833,10.09,88,100,3.2,JP,1732659703
386,mount pearl,47.5166,-52.7813,5.19,97,100,4.63,CA,1732659650
387,gorontalo,0.5412,123.0595,24.19,98,95,1.17,ID,1732659705
388,yuxi,24.355,102.5422,10.2,98,66,1.36,CN,1732659707
389,glace bay,46.1969,-59.957,6.61,89,100,0.0,CA,1732659545
390,bom jesus,-9.0744,-44.3586,26.85,60,89,1.4,BR,1732659709
391,concepcion del oro,24.6333,-101.4167,21.62,20,25,1.72,MX,1732659710
392,kolonia town,6.964,158.206,31.0,74,75,2.57,FM,1732659711
393,victoria falls,-17.9235,25.843,21.19,89,97,1.08,ZW,1732659456
394,rongelap,11.1635,166.8941,28.36,81,99,8.58,MH,1732659714
395,holualoa,19.6228,-155.9522,27.13,69,20,7.72,US,1732659543
396,sadri,25.1833,73.4333,19.65,36,1,2.1,IN,1732659717
397,bata,1.8639,9.7658,25.71,84,100,2.77,GQ,1732659718
398,kharp,66.8014,65.8081,-0.94,98,100,4.47,RU,1732659720
399,klimovo,52.3805,32.1923,-12.13,93,7,2.09,RU,1732659722
400,talcahuano,-36.7167,-73.1167,16.82,51,0,6.69,CL,1732659723
401,magdalena,14.1999,121.429,24.65,92,98,3.25,PH,1732659724
402,christchurch,-43.5333,172.6333,19.62,83,100,4.63,NZ,1732659139
403,naze,28.3667,129.4833,16.51,65,25,5.58,JP,1732659727
404,vega de alatorre,20.0333,-96.6333,25.03,72,5,2.52,MX,1732659728
405,nattarasankottai,9.8667,78.5667,22.3,93,100,5.45,IN,1732659729
406,boditi,6.9667,37.8667,15.5,65,30,1.66,ET,1732659730
407,buka,40.8108,69.1986,9.06,36,1,0.28,UZ,1732659461
408,mount isa,-20.7333,139.5,24.87,88,39,1.54,AU,1732659732
409,port alfred,-33.5906,26.891,17.32,85,100,7.23,ZA,1732659734
410,minas de marcona,-15.2119,-75.1103,17.6,65,9,7.27,PE,1732659735
411,shimoda,34.6667,138.95,17.16,92,76,5.38,JP,1732659465
412,bhag,29.0415,67.8239,21.29,29,0,1.93,PK,1732659738
413,rabo de peixe,37.8,-25.5833,19.73,99,75,9.26,PT,1732659740
414,afif,23.9065,42.9172,18.94,67,15,5.09,SA,1732659741
415,ar ruways,24.1103,52.7306,24.76,64,23,3.97,AE,1732659742
416,tolanaro,-25.0319,46.9987,27.04,69,20,9.26,MG,1732659743
417,fontanelas,38.8472,-9.4372,13.73,72,67,2.07,PT,1732659744
418,raja,8.4596,25.678,22.67,32,20,2.04,SS,1732659745
419,yarmouth,41.7057,-70.2286,11.67,95,100,9.83,US,1732659747
420,marovoay,-16.1,46.6333,26.83,80,56,0.05,MG,1732659748
421,noyabrsk,63.1994,75.4507,-0.79,88,100,9.24,RU,1732659749
422,tomatlan,19.9333,-105.25,28.15,65,63,3.34,MX,1732659750
423,selfoss,63.9331,-20.9971,0.4,93,100,1.87,IS,1732659751
424,acopiara,-6.0953,-39.4525,29.44,26,19,2.09,BR,1732659752
425,santa elena de uairen,4.6167,-61.1333,22.87,70,90,1.7,VE,1732659754
426,tome acu,-2.4189,-48.1522,28.02,54,53,0.14,BR,1732659755
427,autun,46.95,4.3,6.2,97,100,0.64,FR,1732659756
428,cullowhee,35.3137,-83.1765,12.29,67,0,0.0,US,1732659757
429,ulladulla,-35.35,150.4667,25.99,52,100,2.52,AU,1732659758
430,kenai,60.5544,-151.2583,-1.59,99,100,2.57,US,1732659759
431,kemer,36.5978,30.5606,8.81,58,1,2.62,TR,1732659761
432,ippy,6.2679,21.2247,22.86,39,29,1.88,CF,1732659762
433,arawa,-6.2132,155.5367,27.55,85,100,3.38,PG,1732659763
434,xinqing,48.2333,129.5,-8.16,94,100,3.49,CN,1732659764
435,balqash,46.8481,74.995,-1.0,66,0,4.77,KZ,1732659765
436,edson,53.5835,-116.4356,-2.92,68,0,3.6,CA,1732659766
437,giardini-naxos,37.8275,15.2671,12.63,64,0,2.39,IT,1732659768
438,natal,-5.795,-35.2094,27.12,74,20,5.14,BR,1732659769
439,chegdomyn,51.1167,133.0167,-6.22,88,100,1.88,RU,1732659770
440,saipan,15.1355,145.701,29.39,77,40,8.75,MP,1732659601
441,nuku'alofa,-21.1333,-175.2,26.19,78,75,5.66,TO,1732659772
442,luganville,-15.5333,167.1667,28.82,77,99,2.19,VU,1732659773
443,zabaykal'sk,49.6333,117.3167,-12.85,85,100,9.07,RU,1732659775
444,ascencion de guarayos,-15.8963,-63.1881,31.22,53,90,2.31,BO,1732659776
445,perry,37.2506,-83.1999,7.68,61,23,1.18,US,1732659777
446,concepcion,-36.827,-73.0498,16.89,51,0,6.69,CL,1732659521
447,ghat,24.9647,10.1728,14.51,32,65,1.83,LY,1732659780
448,pindare mirim,-3.6083,-45.3433,30.18,49,73,3.91,BR,1732659782
449,sayaxche,16.5167,-90.1667,24.48,89,41,1.59,GT,1732659783
450,lucas,41.6501,-83.6666,5.07,62,0,6.69,US,1732659722
451,zhongshu,24.5167,103.7667,9.24,98,100,1.81,CN,1732659785
452,tlahualilo de zaragoza,26.1167,-103.45,27.56,26,50,3.22,MX,1732659786
453,fuerte olimpo,-21.0415,-57.8738,33.87,41,60,4.79,PY,1732659788
454,vila franca do campo,37.7167,-25.4333,20.23,99,37,7.85,PT,1732659789
455,alofi,-19.0595,-169.9187,26.94,83,75,5.66,NU,1732659594
456,mitu,1.1983,-70.1733,23.13,80,91,0.69,CO,1732659791
457,arraial do cabo,-22.9661,-42.0278,22.98,68,0,4.63,BR,1732659792
458,harstad,68.799,16.5293,0.64,83,39,5.79,NO,1732659757
459,sulak,43.2734,47.5146,7.76,76,100,5.95,RU,1732659554
460,tazacorte,28.629,-17.9293,20.54,82,100,4.02,ES,1732659520
461,ishqoshim,36.7248,71.6133,-13.1,55,5,2.15,TJ,1732659797
462,timbuktu,16.7735,-3.0074,25.86,14,100,4.41,ML,1732659798
463,kuala terengganu,5.3302,103.1408,28.97,79,20,3.6,MY,1732659799
464,rehoboth,-23.3167,17.0833,23.7,21,23,2.32,NA,1732659800
465,colonia,50.9333,6.95,8.87,83,20,2.57,DE,1732659802
466,vila do maio,15.1333,-23.2167,25.38,74,1,5.85,CV,1732659803
467,salekhard,66.53,66.6019,0.07,95,100,7.79,RU,1732659804
468,loa janan,-0.583,117.095,22.94,99,81,0.28,ID,1732659805
469,kayes,14.0,-11.0,27.44,13,0,2.72,ML,1732659807
470,hadibu,12.65,54.0333,25.6,68,53,4.33,YE,1732659809
471,hangu,39.2489,117.7892,-3.54,30,0,8.71,CN,1732659810
472,qamdo,31.1667,97.2333,-5.48,65,56,1.4,CN,1732659811
473,zeya,53.75,127.2667,-6.87,85,100,3.34,RU,1732659813
474,as sulayyil,20.4607,45.5779,21.57,33,0,2.94,SA,1732659815
475,ceerigaabo,10.6162,47.368,17.05,80,8,0.86,SO,1732659816
476,arvayheer,46.2639,102.775,-4.25,32,8,11.0,MN,1732659817
477,puerto armuelles,8.2833,-82.8667,25.05,90,100,2.24,PA,1732659641
478,tangalle,6.024,80.7911,25.56,86,100,7.93,LK,1732659819
479,bentiu,9.2333,29.8333,23.89,33,8,2.54,SS,1732659820
480,kattivakkam,13.2167,80.3167,26.65,94,100,8.82,IN,1732659822
481,port shepstone,-30.7414,30.455,20.81,91,99,1.39,ZA,1732659823
482,heihe,50.2441,127.4902,-0.68,98,100,5.41,CN,1732659824
483,hasaki,35.7333,140.8333,19.2,89,99,4.89,JP,1732659825
484,grand falls-windsor,48.9332,-55.6649,3.61,93,100,0.89,CA,1732659827
485,marcos juarez,-32.6978,-62.1067,27.86,64,93,3.1,AR,1732659828
486,villamontes,-21.25,-63.5,32.98,34,88,4.21,BO,1732659829
487,ilhabela,-23.7781,-45.3581,22.61,80,53,2.22,BR,1732659830
488,newman,37.3138,-121.0208,14.46,77,100,0.95,US,1732659710
489,casarza ligure,44.2719,9.447,15.71,94,100,0.45,IT,1732659832
490,kidal,18.4411,1.4078,22.42,21,100,4.98,ML,1732659834
491,bama,11.5221,13.6856,19.99,42,52,3.13,NG,1732659835
492,erenhot,43.6475,111.9767,-10.38,62,52,7.89,CN,1732659836
493,aksuat,48.7167,83.7,-7.36,67,10,1.81,KZ,1732659837
494,luau,-10.7073,22.2247,18.42,97,94,1.78,AO,1732659838
495,tanjungagung,-3.9333,103.8,23.58,98,100,1.1,ID,1732659839
496,shindand,33.3029,62.1474,14.58,31,0,2.93,AF,1732659841
497,sarankhola,22.3082,89.7897,16.9,71,99,2.23,BD,1732659842
498,lautoka,-17.6167,177.4667,24.92,94,75,0.0,FJ,1732659843
499,pacocha,-17.5833,-71.3333,18.45,90,100,1.78,PE,1732659844
500,kitimat,54.0524,-128.6534,0.28,63,5,0.27,CA,1732659845
501,san pedro,14.35,121.0167,26.77,84,20,3.13,PH,1732659846
502,uturoa,-16.7333,-151.4333,26.94,79,83,5.15,PF,1732659848
503,linxia chengguanzhen,35.6003,103.2064,-9.13,81,3,0.98,CN,1732659850
504,los osos,35.3111,-120.8324,14.83,94,100,0.89,US,1732659851
505,ust-tsilma,65.441,52.1498,2.89,98,100,5.77,RU,1732659852
506,talnakh,69.4865,88.3972,-1.87,90,100,7.46,RU,1732659807
507,island harbour,50.724,-1.2758,9.45,73,100,4.02,GB,1732659855
508,bahia blanca,-38.7196,-62.2724,25.81,18,1,4.64,AR,1732659856
509,chokwe,-24.5333,32.9833,28.25,56,1,6.44,MZ,1732659857
510,yelizovo,53.1873,158.3805,2.08,51,75,4.0,RU,1732659858
511,aqadyr,48.2553,72.8483,-10.45,86,4,2.56,KZ,1732659859
512,nagqu,31.5,92.0,-8.56,29,50,1.26,CN,1732659860
513,nema,57.5067,50.5011,-3.62,91,6,1.91,RU,1732659862
514,saint-francois,46.4154,3.9054,6.47,100,100,0.0,FR,1732659863
515,effingham,32.3669,-81.3332,20.97,92,76,2.01,US,1732659864
516,bardai,11.65,7.2333,18.01,30,3,3.74,NG,1732659866
517,ujae,8.9322,165.7642,27.33,82,100,8.9,MH,1732659867
518,cerritos,33.8583,-118.0648,21.93,70,75,4.63,US,1732659868
519,callao,-12.0667,-77.15,20.16,77,75,4.63,PE,1732659869
520,tarko-sale,64.9225,77.785,-1.06,97,100,7.69,RU,1732659870
521,belmonte,-15.8631,-38.8828,23.79,79,94,3.31,BR,1732659871
522,mana,5.6592,-53.7767,26.65,85,55,6.12,GF,1732659873
523,panaba,21.2833,-88.2667,25.6,76,0,4.68,MX,1732659874
524,beberibe,-4.1797,-38.1306,25.36,83,25,3.47,BR,1732659875
525,ust'-ilimsk,58.0006,102.6619,-8.47,93,100,4.77,RU,1732659627
526,nova vicosa,-17.8919,-39.3719,24.0,69,98,4.27,BR,1732659877
527,bojnurd,37.4747,57.329,5.97,61,0,0.0,IR,1732659878
528,carahue,-38.7,-73.1667,14.85,55,22,3.67,CL,1732659881
529,viedma,-40.8135,-62.9967,23.26,15,2,5.36,AR,1732659841
530,barcelos,41.5388,-8.6151,11.11,82,68,1.76,PT,1732659599
531,astolfo dutra,-21.3153,-42.8622,22.8,76,18,1.86,BR,1732659884
532,al ghayzah,16.2079,52.176,25.12,73,19,2.86,YE,1732659885
533,parvatipuram,18.7833,83.4333,17.14,66,85,1.81,IN,1732659598
534,madang,-5.2246,145.7966,27.05,74,92,0.97,PG,1732659888
535,gadzhiyevo,69.2551,33.3362,-4.26,83,85,9.36,RU,1732659889
536,zaozersk,69.4005,32.4476,-5.03,84,98,9.02,RU,1732659890
537,san elizario,31.5851,-106.2728,24.6,17,40,4.63,US,1732659891
538,sorsk,54.0033,90.2467,-7.75,71,13,1.56,RU,1732659892
539,inderbor,48.55,51.7833,1.58,66,68,4.77,KZ,1732659894
540,umm as sahik,26.6536,49.9164,24.1,76,3,4.98,SA,1732659895
541,muli,2.9167,73.5667,27.7,77,100,5.86,MV,1732659896
542,coos bay,43.3665,-124.2179,12.4,82,75,1.54,US,1732659897
543,mandalgovi,45.7625,106.2708,-7.24,60,71,7.17,MN,1732659727
544,siwa oasis,29.2041,25.5195,14.1,54,1,3.25,EG,1732659777
545,tindouf,27.6711,-8.1474,21.25,28,0,2.06,DZ,1732659901
546,salalah,17.0151,54.0924,27.05,69,40,2.06,OM,1732659902
547,saldanha,-33.0117,17.9442,15.03,73,30,6.64,ZA,1732659903
548,sechura,-5.5569,-80.8222,24.9,57,10,7.76,PE,1732659904
549,cidreira,-30.1811,-50.2056,21.32,93,100,3.84,BR,1732659906
550,shihezi,44.3,86.0333,-6.59,84,6,1.9,CN,1732659907
551,franklin,39.9667,-83.0166,6.85,64,0,3.6,US,1732659848
552,sabang,5.8933,95.3214,25.99,90,100,8.2,ID,1732659909
553,laojunmiao,39.8333,97.7333,-6.4,44,0,3.69,CN,1732659910
554,tofol,5.3248,163.0078,28.47,77,88,5.89,FM,1732659911
555,piton saint-leu,-21.2196,55.3151,21.06,78,0,1.54,RE,1732659912
556,sao tome,0.3365,6.7273,25.91,85,80,1.96,ST,1732659914
557,keelung,25.1283,121.7419,17.75,54,90,5.23,TW,1732659915
558,lycksele,64.5954,18.6735,-6.07,93,89,1.03,SE,1732659916
559,gonabad,34.3529,58.6837,13.06,33,3,0.62,IR,1732659917
560,terrace,54.5163,-128.6035,-4.05,58,40,1.03,CA,1732659918
561,mezhdurechenskiy,59.6,65.9333,-1.6,69,5,4.3,RU,1732659674
562,princeville,45.7668,-61.2985,5.73,97,100,1.03,CA,1732659921
563,ocean shores,46.9737,-124.1563,9.42,93,100,1.54,US,1732659922
